transaction_id,customer_id,customer_age,income_band,tenure_months,merchant_type,channel,region,hour,day_of_week,week,avg_prev_amount,daily_txn_count,days_since_last_txn,amount,amount_ratio,is_foreign,card_present,high_risk_merchant,night_txn,weekend,risk_score,loss_amount,fraud
6451,101970,33,2,49,fuel,mobile,Central_Macedonia,3,6,42,42.04,3,5.0,43.23,1.03,0,0,0,1,1,28.99,0.0,0
6452,102019,64,2,49,fashion,online,Crete,23,2,22,54.83,2,26.0,107.36,1.96,0,0,0,1,0,30.9,0.0,0
6453,102453,43,4,26,utility,pos,Attica,20,6,48,93.44,2,5.0,71.27,0.76,0,1,0,0,1,24.3,0.0,0
6454,101692,43,3,24,utility,pos,Attica,8,4,36,100.67,3,0.0,21.08,0.21,0,1,0,0,0,22.02,0.0,0
6455,101164,36,1,9,restaurant,online,Central_Macedonia,0,5,9,47.37,3,9.0,40.97,0.86,1,0,0,1,1,35.19,0.0,0
6456,100487,39,3,54,fashion,online,Crete,20,6,9,45.48,2,4.0,54.56,1.2,0,0,0,0,1,25.24,0.0,0
6457,100738,19,3,62,fuel,online,Central_Macedonia,0,3,35,47.52,2,2.0,37.04,0.78,0,0,0,1,0,28.22,0.0,0
6458,101620,42,4,48,electronics,online,Thessaly,2,0,13,80.5,5,9.0,67.83,0.84,0,0,1,1,0,33.6,0.0,0
6459,100865,66,2,14,fashion,online,Attica,0,5,49,23.63,1,13.0,238.29,10.08,0,0,0,1,1,36.64,0.0,0
6460,101208,53,2,31,grocery,online,Aegean,4,2,19,37.48,4,2.0,72.92,1.95,1,0,0,1,0,38.35,0.0,0
6461,100420,22,2,20,fashion,online,Aegean,22,1,2,84.24,3,1.0,40.43,0.48,0,0,0,0,0,23.42,0.0,0
6462,101098,45,2,40,electronics,pos,Attica,11,1,15,54.57,4,1.0,44.13,0.81,0,1,1,0,0,28.32,0.0,0
6463,100594,47,1,15,grocery,pos,Attica,4,6,45,54.54,2,1.0,20.57,0.38,0,1,0,1,1,26.39,0.0,0
6464,100280,60,3,48,grocery,pos,Central_Macedonia,23,2,10,55.4,2,2.0,33.27,0.6,0,1,0,1,0,27.54,0.0,0
6465,100329,33,3,60,fashion,pos,Attica,9,4,24,75.75,4,0.0,48.52,0.64,0,1,0,0,0,23.96,0.0,0
6466,101295,69,3,17,utility,pos,Attica,16,5,43,61.23,2,0.0,22.4,0.37,0,1,0,0,1,22.93,0.0,0
6467,100916,43,3,7,fuel,pos,Central_Macedonia,13,4,46,112.59,4,0.0,64.52,0.57,0,1,0,0,0,23.75,0.0,0
6468,100249,32,1,25,grocery,mobile,Crete,2,1,9,27.96,2,8.0,32.37,1.16,0,0,0,1,0,29.32,0.0,0
6469,101285,22,1,8,fuel,pos,Attica,17,0,42,24.31,2,7.0,14.91,0.61,0,1,0,0,0,23.87,0.0,0
6470,100410,41,2,34,grocery,online,Aegean,22,6,34,18.53,2,3.0,53.37,2.88,0,0,0,0,1,27.3,0.0,0
6471,100038,44,2,42,utility,pos,Attica,23,1,11,40.0,3,18.0,53.55,1.34,0,1,0,1,0,29.75,0.0,0
6472,100331,28,3,53,grocery,online,Attica,18,1,24,73.24,1,7.0,68.08,0.93,0,0,0,0,0,24.7,0.0,0
6473,101121,49,3,28,grocery,pos,Attica,16,0,7,85.25,3,1.0,24.05,0.28,0,1,0,0,0,22.49,0.0,0
6474,102385,48,2,41,grocery,online,Aegean,17,5,9,41.25,4,13.0,39.19,0.95,0,0,0,0,1,24.75,0.0,0
6475,100604,42,2,26,restaurant,online,Aegean,23,3,47,75.12,5,6.0,60.43,0.8,1,0,0,1,0,34.92,0.0,0
6476,100712,32,2,42,utility,pos,Attica,13,4,16,46.41,2,7.0,54.13,1.17,0,1,0,0,0,25.18,0.0,0
6477,100606,42,3,22,restaurant,online,Thessaly,21,1,19,28.76,3,2.0,73.99,2.57,0,0,0,0,0,27.02,0.0,0
6478,100888,64,3,38,restaurant,online,Attica,9,3,6,72.78,2,22.0,34.7,0.48,0,0,0,0,0,23.4,0.0,0
6479,101793,31,3,42,gaming,online,Attica,7,3,19,37.23,3,1.0,196.36,5.27,1,0,1,0,0,42.63,0.0,0
6480,100805,21,3,43,travel,pos,Attica,2,5,5,39.82,4,4.0,96.28,2.42,0,1,1,1,1,37.55,0.0,0
6481,101643,38,2,29,fashion,mobile,Thessaly,11,4,42,73.01,1,1.0,14.89,0.2,0,0,0,0,0,21.98,0.0,0
6482,102245,32,3,64,restaurant,pos,Central_Macedonia,14,4,19,87.57,2,9.0,22.49,0.26,0,1,0,0,0,22.34,0.0,0
6483,102365,20,1,21,grocery,pos,Central_Macedonia,9,4,51,40.96,5,8.0,12.2,0.3,0,1,0,0,0,22.58,0.0,0
6484,101407,47,3,19,fashion,pos,Attica,3,5,40,34.78,2,1.0,47.77,1.37,0,1,0,1,1,29.82,0.0,0
6485,101783,26,2,28,restaurant,pos,Aegean,10,1,44,24.85,3,2.0,98.23,3.95,0,1,0,0,0,28.13,0.0,0
6486,102297,25,3,28,restaurant,pos,Aegean,14,4,21,60.42,4,5.0,16.75,0.28,1,1,0,0,0,26.64,0.0,0
6487,101966,52,3,16,grocery,online,Attica,2,6,50,54.83,1,3.0,60.88,1.11,0,0,0,1,1,29.21,0.0,0
6488,100749,59,2,28,electronics,online,Crete,12,5,30,34.9,2,2.0,70.98,2.03,0,0,1,0,1,31.02,0.0,0
6489,100330,73,1,71,fashion,mobile,Crete,9,5,7,42.9,2,0.0,73.61,1.72,0,0,0,0,1,26.05,0.0,0
6490,100287,23,3,10,grocery,pos,Aegean,14,0,7,51.73,4,7.0,16.71,0.32,0,1,0,0,0,22.72,0.0,0
6491,102205,47,2,9,grocery,online,Central_Macedonia,0,5,49,31.94,1,6.0,19.99,0.63,0,0,0,1,1,27.65,0.0,0
6492,101390,25,2,36,fuel,pos,Attica,19,4,46,25.09,3,7.0,20.6,0.82,0,1,0,0,0,24.45,0.0,0
6493,100740,43,3,20,travel,pos,Attica,9,1,32,47.44,2,1.0,161.79,3.41,0,1,1,0,0,32.7,0.0,0
6494,100863,40,3,37,fashion,pos,Crete,9,6,18,41.33,3,,63.16,1.53,0,1,0,0,1,25.78,0.0,0
6495,100704,18,1,54,restaurant,online,Central_Macedonia,2,6,36,29.03,1,4.0,45.67,1.57,0,0,0,1,1,30.23,0.0,0
6496,102004,48,2,56,gaming,online,Attica,10,4,10,38.95,5,16.0,27.46,0.7,0,0,1,0,0,27.96,0.0,0
6497,101531,42,3,44,travel,pos,Thessaly,9,6,45,48.59,2,1.0,147.7,3.04,0,1,1,0,1,32.31,0.0,0
6498,102198,49,2,31,electronics,pos,Aegean,1,5,19,31.8,1,4.0,135.55,4.26,0,1,1,1,1,39.89,0.0,0
6499,100754,27,2,31,fuel,pos,Central_Macedonia,13,2,21,53.8,4,0.0,36.01,0.67,0,1,0,0,0,24.04,0.0,0
6500,101181,67,3,16,grocery,pos,Central_Macedonia,6,6,51,41.82,2,1.0,46.75,1.12,0,1,0,0,1,25.09,0.0,0
6501,100304,45,1,32,utility,online,Central_Macedonia,8,3,45,39.14,6,3.0,36.76,0.94,0,0,0,0,0,24.72,0.0,0
6502,102428,46,4,36,grocery,pos,Central_Macedonia,1,1,33,39.28,3,0.0,59.32,1.51,0,1,0,1,0,30.1,0.0,0
6503,101279,59,1,7,fuel,online,Attica,15,0,5,27.04,3,1.0,17.0,0.63,0,0,0,0,0,23.92,0.0,0
6504,101382,42,3,25,fashion,mobile,Central_Macedonia,3,4,7,61.64,3,13.0,113.97,1.85,0,0,0,1,0,30.72,0.0,0
6505,101034,31,3,53,restaurant,pos,Central_Macedonia,14,0,28,26.41,7,0.0,46.13,1.75,0,1,0,0,0,26.09,0.0,0
6506,100677,55,3,24,grocery,mobile,Aegean,10,6,9,86.07,3,1.0,42.2,0.49,0,0,0,0,1,23.45,0.0,0
6507,102371,40,3,18,utility,online,Attica,17,6,14,62.74,2,7.0,63.45,1.01,0,0,0,0,1,24.88,0.0,0
6508,101222,54,2,88,travel,pos,Attica,9,0,40,41.21,3,1.0,140.53,3.41,0,1,1,0,0,32.7,0.0,0
6509,101686,41,4,50,fashion,online,Central_Macedonia,15,1,17,73.15,4,1.0,95.36,1.3,1,0,0,0,0,30.92,0.0,0
6510,100093,68,3,28,utility,pos,Thessaly,22,1,44,28.16,1,2.0,31.72,1.13,0,1,0,0,0,25.11,0.0,0
6511,100689,41,4,26,grocery,online,Central_Macedonia,6,4,37,68.12,1,0.0,115.68,1.7,0,0,0,0,0,26.02,0.0,0
6512,102010,34,1,68,grocery,online,Attica,2,1,5,15.75,4,6.0,52.17,3.31,0,0,0,1,0,32.6,0.0,0
6513,100219,46,3,74,fuel,mobile,Central_Macedonia,14,4,2,73.43,2,1.0,77.58,1.06,0,0,0,0,0,24.97,0.0,0
6514,100253,36,3,47,utility,online,Attica,3,6,16,32.08,2,5.0,83.38,2.6,0,0,0,1,1,31.8,0.0,0
6515,102024,31,4,40,travel,online,Central_Macedonia,5,4,4,83.44,6,3.0,200.75,2.41,0,0,1,1,0,37.53,0.0,0
6516,100771,58,2,20,utility,pos,Crete,18,6,3,26.1,2,2.0,42.71,1.64,0,1,0,0,1,25.94,0.0,0
6517,100684,27,3,18,travel,mobile,Central_Macedonia,16,3,26,49.42,4,14.0,117.85,2.38,1,0,1,0,0,39.19,0.0,0
6518,101413,54,2,53,fuel,online,Crete,0,6,7,42.0,2,6.0,46.43,1.11,0,0,0,1,1,29.19,0.0,0
6519,100487,61,3,31,grocery,online,Attica,14,5,52,49.57,3,17.0,41.73,0.84,0,0,0,0,1,24.5,0.0,0
6520,100107,38,3,55,grocery,mobile,Crete,15,3,8,63.0,2,3.0,63.69,1.01,0,0,0,0,0,24.88,0.0,0
6521,100011,45,4,40,electronics,pos,Aegean,7,1,48,36.0,4,4.0,56.58,1.57,0,1,1,0,0,30.22,0.0,0
6522,100198,32,2,46,restaurant,pos,Central_Macedonia,17,4,23,17.65,3,2.0,31.53,1.79,0,1,0,0,0,26.14,0.0,0
6523,100396,56,2,41,gaming,online,Thessaly,17,5,30,29.36,3,0.0,43.07,1.47,1,0,1,0,1,37.21,0.0,0
6524,101740,26,3,56,fuel,mobile,Central_Macedonia,15,0,1,78.19,3,25.0,14.77,0.19,0,0,0,0,0,21.86,0.0,0
6525,100744,54,2,42,restaurant,online,Thessaly,6,2,42,33.98,2,0.0,36.05,1.06,0,0,0,0,0,24.98,0.0,0
6526,100179,42,2,14,grocery,pos,Attica,6,6,38,30.42,2,5.0,43.29,1.42,0,1,0,0,1,25.62,0.0,0
6527,100036,32,2,50,utility,pos,Aegean,13,0,27,91.29,4,3.0,11.32,0.12,0,1,0,0,0,21.25,0.0,0
6528,101192,33,3,26,grocery,pos,Attica,2,6,21,30.19,2,2.0,66.87,2.22,0,1,0,1,1,31.28,0.0,0
6529,102100,48,4,67,restaurant,pos,Attica,9,0,28,87.81,4,27.0,98.61,1.12,0,1,0,0,0,25.1,0.0,0
6530,100846,27,1,39,grocery,mobile,Attica,23,4,21,21.33,5,5.0,7.71,0.36,0,0,0,1,0,26.29,0.0,0
6531,100159,48,1,68,grocery,online,Central_Macedonia,15,2,45,21.05,3,9.0,47.33,2.25,1,0,0,0,0,32.69,0.0,0
6532,100570,44,1,62,restaurant,pos,Crete,20,1,51,49.78,3,12.0,43.7,0.88,1,1,0,0,0,29.73,0.0,0
6533,101248,37,1,49,electronics,pos,Crete,7,1,24,45.16,3,12.0,194.62,4.31,0,1,1,0,0,33.5,0.0,0
6534,100471,48,1,44,travel,mobile,Attica,17,6,18,23.24,1,0.0,41.41,1.78,0,0,1,0,1,30.6,0.0,0
6535,102446,32,3,26,fuel,online,Crete,17,1,40,19.14,3,3.0,26.35,1.38,0,0,0,0,0,25.55,0.0,0
6536,101908,38,2,56,gaming,pos,Attica,4,6,3,37.94,1,2.0,43.37,1.14,0,1,1,1,1,34.69,0.0,0
6537,100861,37,2,11,fuel,pos,Thessaly,5,4,29,37.49,3,4.0,38.01,1.01,0,1,0,1,0,28.95,0.0,0
6538,102378,26,3,26,restaurant,pos,Attica,10,6,22,115.28,2,7.0,13.63,0.12,0,1,0,0,1,21.18,0.0,0
6539,100812,38,4,36,fashion,pos,Central_Macedonia,15,3,30,33.12,5,5.0,99.67,3.01,0,1,0,0,0,27.41,0.0,0
6540,100350,23,2,37,restaurant,online,Attica,17,3,25,36.26,2,1.0,31.51,0.87,1,0,0,0,0,29.7,0.0,0
6541,102345,35,1,38,fuel,pos,Attica,23,0,40,32.15,2,0.0,11.69,0.36,0,1,0,1,0,26.3,0.0,0
6542,102399,21,2,21,restaurant,pos,Thessaly,2,2,25,39.17,1,4.0,51.29,1.31,0,1,0,1,0,41.97,38.6,1
6543,100781,29,4,22,grocery,pos,Aegean,15,4,12,43.72,3,1.0,72.78,1.66,0,1,0,0,0,25.98,0.0,0
6544,101486,31,4,13,restaurant,pos,Central_Macedonia,22,2,25,46.09,2,4.0,34.36,0.75,0,1,0,0,0,24.26,0.0,0
6545,100433,47,2,51,electronics,online,Attica,4,1,42,37.44,1,3.0,162.47,4.34,0,0,1,1,0,39.96,0.0,0
6546,101604,30,4,22,utility,online,Attica,22,3,18,66.44,2,34.0,37.85,0.57,0,0,0,0,0,23.73,0.0,0
6547,101725,27,2,25,fashion,pos,Crete,20,6,24,60.41,4,1.0,29.6,0.49,1,1,0,0,1,28.09,0.0,0
6548,101774,37,3,31,grocery,pos,Central_Macedonia,3,6,29,55.6,4,0.0,61.84,1.11,0,1,0,1,1,29.21,0.0,0
6549,101421,64,4,20,grocery,online,Thessaly,5,2,28,45.17,2,2.0,79.06,1.75,0,0,0,1,0,30.55,0.0,0
6550,101760,22,1,59,electronics,mobile,Crete,4,0,46,55.64,2,1.0,45.37,0.82,1,0,1,1,0,41.71,0.0,0
6551,101387,50,2,90,restaurant,pos,Attica,2,0,51,46.33,6,0.0,23.73,0.51,0,1,0,1,0,27.13,0.0,0
6552,102049,46,2,9,electronics,pos,Aegean,8,4,19,45.87,3,5.0,129.29,2.82,0,1,1,0,0,32.06,0.0,0
6553,100448,67,2,45,restaurant,mobile,Attica,10,4,34,28.12,1,5.0,62.78,2.23,0,0,0,0,0,26.67,0.0,0
6554,101208,45,4,16,travel,pos,Crete,10,6,28,98.57,7,4.0,185.96,1.89,0,1,1,0,1,43.61,238.0,1
6555,101040,42,2,41,gaming,mobile,Attica,19,4,36,41.79,5,9.0,128.72,3.08,0,0,1,0,0,32.36,0.0,0
6556,101333,42,3,51,electronics,online,Attica,10,1,45,71.79,3,0.0,196.37,2.74,0,0,1,0,0,31.96,0.0,0
6557,100355,41,1,11,grocery,pos,Attica,4,0,45,28.3,4,6.0,16.7,0.59,0,1,0,1,0,27.49,0.0,0
6558,100809,50,4,50,fuel,pos,Crete,16,3,21,41.3,3,3.0,46.68,1.13,0,1,0,0,0,25.12,0.0,0
6559,102385,35,3,76,restaurant,mobile,Attica,15,2,51,,3,3.0,34.06,1.4,0,0,0,0,0,25.58,0.0,0
6560,100263,78,1,63,fuel,pos,Aegean,11,5,8,35.32,6,0.0,9.68,0.27,0,1,0,0,1,22.45,0.0,0
6561,101588,52,1,13,fuel,pos,Attica,15,4,37,21.53,3,2.0,12.99,0.6,0,1,0,0,0,23.84,0.0,0
6562,101661,39,1,83,fuel,pos,Attica,4,3,23,21.55,4,0.0,20.6,0.96,0,1,0,1,0,28.78,0.0,0
6563,101186,39,2,88,utility,online,Crete,18,5,24,59.84,2,1.0,64.26,1.07,0,0,0,0,1,25.01,0.0,0
6564,100084,42,3,31,gaming,online,Attica,6,3,27,60.5,3,4.0,93.9,1.55,0,0,1,0,0,30.19,0.0,0
6565,100085,41,3,14,electronics,online,Attica,1,4,36,32.62,4,3.0,139.09,4.26,0,0,1,1,0,39.89,0.0,0
6566,100689,49,2,51,grocery,pos,Central_Macedonia,9,5,46,11.9,3,4.0,93.09,7.82,0,1,0,0,1,30.06,0.0,0
6567,100256,45,3,44,electronics,online,Central_Macedonia,5,0,15,28.01,3,7.0,153.09,5.47,0,0,1,1,0,57.03,194.21,1
6568,100235,59,4,62,electronics,online,Central_Macedonia,12,1,45,150.21,1,17.0,252.87,1.68,0,0,1,0,0,30.43,0.0,0
6569,100400,30,2,27,gaming,pos,Central_Macedonia,11,3,45,42.64,2,0.0,38.98,0.91,0,1,1,0,0,28.66,0.0,0
6570,100476,41,3,41,travel,online,Crete,22,5,40,34.93,2,8.0,115.19,3.3,0,0,1,0,1,32.58,0.0,0
6571,102096,30,1,44,utility,online,Thessaly,9,2,37,47.89,2,3.0,35.76,0.75,0,0,0,0,0,24.26,0.0,0
6572,101596,36,1,9,gaming,pos,Attica,2,6,20,24.61,3,2.0,91.03,3.7,0,1,1,1,1,39.29,0.0,0
6573,100076,36,1,36,restaurant,mobile,Thessaly,12,6,14,21.45,2,21.0,47.45,2.21,0,0,0,0,1,26.65,0.0,0
6574,101571,51,4,28,fuel,pos,Attica,19,0,15,64.31,2,2.0,27.88,0.43,0,1,0,0,0,23.23,0.0,0
6575,100341,34,3,57,restaurant,pos,Central_Macedonia,6,4,21,50.46,1,13.0,29.58,0.59,0,1,0,0,0,23.79,0.0,0
6576,101052,59,4,17,electronics,pos,Attica,7,0,23,31.58,4,1.0,72.0,2.28,1,1,1,0,0,39.0,0.0,0
6577,100095,59,2,35,electronics,pos,Central_Macedonia,4,5,12,34.86,3,1.0,124.97,3.59,1,1,1,1,1,48.63,0.0,0
6578,100225,51,1,29,gaming,pos,Attica,17,0,17,20.84,2,5.0,135.22,6.49,0,1,1,0,0,34.97,0.0,0
6579,100331,28,1,66,fuel,pos,Attica,4,0,13,38.94,5,4.0,46.88,1.2,0,1,0,1,0,29.44,0.0,0
6580,101083,59,2,27,travel,online,Attica,6,5,51,37.64,3,2.0,181.46,4.82,1,0,1,0,1,42.23,0.0,0
6581,101157,37,4,18,grocery,online,Attica,2,2,27,92.46,4,7.0,139.65,1.51,1,0,0,1,0,37.33,0.0,0
6582,100881,38,1,63,grocery,pos,Attica,9,2,5,19.42,3,3.0,12.03,0.62,0,1,0,0,0,23.89,0.0,0
6583,101550,48,4,43,restaurant,online,Central_Macedonia,20,3,26,66.41,4,13.0,84.29,1.27,0,0,0,0,0,25.37,0.0,0
6584,101801,32,2,67,utility,online,Attica,10,3,27,30.49,4,5.0,34.29,1.12,0,0,0,0,0,25.1,0.0,0
6585,101821,57,1,55,restaurant,pos,Crete,2,4,24,46.55,2,4.0,25.42,0.55,0,1,0,1,0,27.3,0.0,0
6586,101447,52,1,30,fuel,mobile,Attica,18,5,20,12.53,5,12.0,25.65,2.05,0,0,0,0,1,26.46,0.0,0
6587,101363,78,1,34,grocery,pos,Attica,8,6,28,58.14,2,3.0,42.92,0.74,0,1,0,0,1,24.24,0.0,0
6588,101228,46,3,106,travel,pos,Attica,3,3,41,72.31,4,4.0,139.42,1.93,0,1,1,1,0,36.66,0.0,0
6589,100594,40,4,37,travel,pos,Central_Macedonia,0,5,39,62.43,7,5.0,171.74,2.75,0,1,1,1,1,38.07,0.0,0
6590,101217,66,4,105,utility,pos,Crete,8,4,32,118.69,3,10.0,34.19,0.29,0,1,0,0,0,22.53,0.0,0
6591,100025,20,1,43,restaurant,pos,Thessaly,3,0,39,27.02,3,0.0,92.45,3.42,0,1,0,1,0,32.71,0.0,0
6592,102415,45,2,24,fashion,pos,Attica,12,5,4,75.88,3,0.0,93.22,1.23,0,1,0,0,1,25.3,0.0,0
6593,100925,40,2,31,utility,online,Central_Macedonia,10,3,3,55.41,2,1.0,44.5,0.8,1,0,0,0,0,29.47,0.0,0
6594,101890,57,2,23,electronics,mobile,Central_Macedonia,15,3,36,37.03,1,1.0,187.87,5.07,0,0,1,0,0,34.08,0.0,0
6595,102391,79,2,47,restaurant,online,Thessaly,6,5,21,82.93,7,2.0,77.19,0.93,0,0,0,0,1,24.71,0.0,0
6596,101242,34,1,43,utility,online,Thessaly,1,6,26,39.51,3,3.0,44.18,1.12,0,0,0,1,1,29.23,0.0,0
6597,102154,56,1,32,gaming,online,Attica,2,6,43,29.65,4,0.0,65.97,2.22,0,0,1,1,1,37.22,0.0,0
6598,101198,59,4,24,electronics,online,Aegean,2,3,33,84.4,4,1.0,201.57,2.39,0,0,1,1,0,37.5,0.0,0
6599,100330,58,3,35,restaurant,pos,Attica,6,3,30,40.92,2,6.0,38.83,0.95,0,1,0,0,0,24.75,0.0,0
6600,100066,45,3,99,electronics,pos,Aegean,17,2,5,29.47,3,4.0,101.18,3.43,0,1,1,0,0,32.72,0.0,0
6601,100339,51,2,13,utility,pos,Attica,13,2,50,47.6,3,6.0,28.36,0.6,0,1,0,0,0,23.82,0.0,0
6602,102356,31,2,69,gaming,pos,Central_Macedonia,8,1,27,46.32,2,0.0,64.96,1.4,1,1,1,0,0,37.04,0.0,0
6603,101187,63,2,67,gaming,online,Central_Macedonia,5,2,20,41.93,1,5.0,115.08,2.74,0,0,1,1,0,38.06,0.0,0
6604,100797,29,1,32,grocery,pos,Attica,3,5,28,33.28,5,24.0,34.35,1.03,0,1,0,1,1,29.0,0.0,0
6605,101115,30,4,27,grocery,pos,Thessaly,3,2,50,46.22,3,1.0,15.34,0.33,0,1,0,1,0,26.09,0.0,0
6606,100639,39,3,39,utility,pos,Attica,6,4,8,33.71,2,2.0,46.1,1.37,0,1,0,0,0,25.53,0.0,0
6607,102176,35,2,25,restaurant,online,Attica,11,1,7,64.64,1,0.0,12.78,0.2,0,0,0,0,0,21.93,0.0,0
6608,102498,47,3,27,gaming,pos,Attica,14,5,32,52.15,6,1.0,45.81,0.88,1,1,1,0,1,35.25,0.0,0
6609,100212,38,4,36,fuel,pos,Aegean,22,2,43,60.35,2,14.0,31.36,0.52,1,1,0,0,0,28.25,0.0,0
6610,101796,32,2,33,fashion,pos,Aegean,22,3,48,21.56,2,6.0,15.88,0.74,0,1,0,0,0,24.23,0.0,0
6611,100839,29,3,129,utility,pos,Central_Macedonia,6,6,44,68.96,2,2.0,32.18,0.47,1,1,0,0,1,27.96,0.0,0
6612,100118,56,1,52,grocery,online,Central_Macedonia,17,6,2,24.9,2,5.0,13.46,0.54,1,0,0,0,1,28.36,0.0,0
6613,102305,48,1,27,grocery,pos,Attica,3,2,30,26.85,3,4.0,30.75,1.15,0,1,0,1,0,29.29,0.0,0
6614,100154,26,4,8,utility,pos,Attica,19,2,14,75.3,3,2.0,30.69,0.41,0,1,0,0,0,23.12,0.0,0
6615,100514,50,1,56,grocery,mobile,Aegean,22,3,8,24.5,3,14.0,43.46,1.77,0,0,0,0,0,26.12,0.0,0
6616,100063,38,3,48,fashion,pos,Thessaly,14,5,18,48.34,2,15.0,53.16,1.1,0,1,0,0,1,25.06,0.0,0
6617,101178,23,2,26,restaurant,online,Crete,12,6,50,42.61,7,0.0,43.0,1.01,1,0,0,0,1,30.14,0.0,0
6618,101499,27,2,76,travel,online,Attica,8,2,29,44.33,3,8.0,59.26,1.34,0,0,1,0,0,29.74,0.0,0
6619,100801,54,4,70,fuel,pos,Thessaly,21,4,11,61.97,4,2.0,30.36,0.49,0,1,0,0,0,23.45,0.0,0
6620,100178,58,2,19,gaming,pos,Aegean,23,0,39,46.6,3,1.0,26.37,0.57,0,1,1,1,0,32.24,0.0,0
6621,100290,50,1,68,utility,pos,Aegean,16,5,52,51.54,2,3.0,21.71,0.42,0,1,0,0,1,23.18,0.0,0
6622,102333,33,1,17,utility,pos,Central_Macedonia,1,3,35,38.22,5,40.0,57.89,1.51,0,1,0,1,0,30.11,0.0,0
6623,102014,48,4,46,utility,pos,Attica,21,4,23,115.43,3,6.0,41.73,0.36,0,1,0,0,0,22.91,0.0,0
6624,102342,48,4,52,restaurant,online,,19,1,25,52.12,5,2.0,85.46,1.64,0,0,0,0,0,25.94,0.0,0
6625,101327,18,2,22,gaming,pos,Central_Macedonia,8,3,18,40.77,2,4.0,20.63,0.51,0,1,1,0,0,27.1,0.0,0
6626,101365,49,2,61,restaurant,pos,Attica,6,0,50,112.27,2,0.0,6.9,0.06,0,1,0,0,0,20.34,0.0,0
6627,101964,44,2,63,restaurant,online,Attica,18,2,15,29.3,1,6.0,51.65,1.76,0,0,0,0,0,26.11,0.0,0
6628,101541,70,4,11,fuel,pos,Central_Macedonia,14,2,18,44.96,3,10.0,38.44,0.85,0,1,0,0,0,24.53,0.0,0
6629,101091,66,3,33,fuel,online,Thessaly,18,3,6,41.78,2,1.0,80.68,1.93,0,0,0,0,0,26.32,0.0,0
6630,100729,41,3,18,utility,pos,Aegean,23,6,41,101.6,2,5.0,22.64,0.22,0,1,0,1,1,25.19,0.0,0
6631,101213,47,1,41,fuel,online,Aegean,8,4,22,43.04,1,14.0,51.89,1.21,1,0,0,0,0,30.68,0.0,0
6632,100159,43,2,51,utility,online,Central_Macedonia,20,6,43,59.63,1,22.0,20.63,0.35,0,0,0,0,1,22.84,0.0,0
6633,100481,36,3,67,gaming,pos,Aegean,11,1,8,43.15,3,4.0,40.88,0.95,0,1,1,0,0,28.76,0.0,0
6634,101843,26,1,80,electronics,online,Attica,20,6,6,23.19,3,0.0,21.51,0.93,0,0,1,0,1,28.7,0.0,0
6635,102170,34,2,58,grocery,pos,Attica,5,4,23,26.27,3,8.0,49.45,1.88,0,1,0,1,0,30.77,0.0,0
6636,100254,37,4,35,restaurant,pos,Attica,19,0,3,50.68,1,1.0,17.41,0.34,0,1,0,0,0,22.82,0.0,0
6637,100242,56,3,48,grocery,pos,Thessaly,16,6,36,77.33,2,12.0,34.34,0.44,0,1,0,0,1,23.27,0.0,0
6638,100213,45,1,68,utility,pos,Aegean,10,1,52,31.66,1,0.0,75.14,2.37,0,1,0,0,0,26.82,0.0,0
6639,101978,35,2,34,restaurant,mobile,Thessaly,22,5,50,48.44,1,0.0,13.03,0.27,0,0,0,0,1,22.42,0.0,0
6640,100778,33,2,45,travel,pos,Aegean,9,1,19,16.61,3,0.0,98.16,5.91,0,1,1,0,0,34.63,0.0,0
6641,100816,47,1,23,restaurant,pos,Central_Macedonia,17,4,13,28.67,4,4.0,28.12,0.98,0,1,0,0,0,24.82,0.0,0
6642,100031,38,2,63,travel,mobile,Thessaly,12,5,35,30.34,1,0.0,107.36,3.54,0,0,1,0,1,32.82,0.0,0
6643,102431,29,1,40,fuel,pos,Attica,3,0,8,37.74,3,9.0,26.92,0.71,0,1,0,1,0,27.99,0.0,0
6644,101085,31,4,12,fuel,online,Thessaly,6,6,2,124.33,6,4.0,47.08,0.38,0,0,0,0,1,22.99,0.0,0
6645,101993,63,2,15,electronics,pos,Thessaly,19,6,25,63.68,4,,66.23,1.04,1,1,1,0,1,35.88,0.0,0
6646,101769,40,1,27,fashion,mobile,Central_Macedonia,11,2,40,27.41,3,1.0,45.86,1.67,0,0,0,0,0,25.99,0.0,0
6647,100354,55,2,27,grocery,pos,Attica,20,1,44,22.43,5,3.0,32.61,1.45,0,1,0,0,0,25.67,0.0,0
6648,102003,21,1,12,fuel,online,Attica,3,4,19,40.93,2,0.0,62.14,1.52,0,0,0,1,0,30.12,0.0,0
6649,101375,56,3,33,grocery,online,Aegean,18,5,4,51.89,4,1.0,20.18,0.39,0,0,0,0,1,23.04,0.0,0
6650,101510,51,3,65,electronics,mobile,Central_Macedonia,21,0,31,53.28,6,0.0,95.31,1.79,0,0,1,0,0,30.62,0.0,0
6651,100500,53,2,18,grocery,mobile,Attica,23,1,41,31.84,3,8.0,30.58,0.96,0,0,0,1,0,28.8,0.0,0
6652,102117,23,3,37,utility,online,Aegean,17,4,3,67.25,3,17.0,25.87,0.38,0,0,0,0,0,23.02,0.0,0
6653,102329,42,2,43,grocery,pos,Attica,11,2,22,36.48,6,3.0,32.32,0.89,0,1,0,0,0,24.6,0.0,0
